timestamp,pred_internal_rh_pct,pred_eto_mm,pred_internal_air_temp_c
31/05/2025 15:20:00,61.258747,0.18166338,31.398634
31/05/2025 15:30:00,60.78347,0.11157473,31.450981
31/05/2025 15:40:00,61.681973,0.13874647,31.534788
31/05/2025 15:50:00,61.486958,0.1287333,31.58866
31/05/2025 16:00:00,61.383377,0.15849401,31.93346
31/05/2025 16:10:00,61.332542,0.17230205,31.825739
31/05/2025 16:20:00,60.991505,0.19982335,32.3302
31/05/2025 16:30:00,60.322155,0.27576035,32.867897
31/05/2025 16:40:00,59.90758,0.2804571,32.705738
31/05/2025 16:50:00,58.27111,0.32795027,33.285892
31/05/2025 17:00:00,59.008106,0.30075592,33.13821
31/05/2025 17:10:00,59.932774,0.2678739,32.467964
31/05/2025 17:20:00,59.051365,0.2588084,32.213337
31/05/2025 17:30:00,59.90052,0.19482884,31.49404
31/05/2025 17:40:00,61.267,0.19355437,30.992
31/05/2025 17:50:00,60.6962,0.16425924,31.075916
31/05/2025 18:00:00,61.924377,0.10111945,30.94751
31/05/2025 18:10:00,63.390408,0.11220786,30.521246
31/05/2025 18:20:00,63.310062,0.035411566,29.333376
31/05/2025 18:30:00,65.570175,0.031487875,29.118097
31/05/2025 18:40:00,64.45186,0.011606994,28.917578
31/05/2025 18:50:00,65.35367,0.030599358,28.324192
31/05/2025 19:00:00,66.46989,0.00901064,27.42184
31/05/2025 19:10:00,74.63935,0.003941875,26.939863
31/05/2025 19:20:00,74.98134,0,27.138216
31/05/2025 19:30:00,76.20219,0.013980652,26.818567
31/05/2025 19:40:00,75.82183,0.02909142,26.343025
31/05/2025 19:50:00,76.41937,0.001092664,24.907452
31/05/2025 20:00:00,83.799355,0.002143797,24.329554
31/05/2025 20:10:00,84.72714,0.00282159,24.33095
31/05/2025 20:20:00,83.48845,0.004549436,24.547142
31/05/2025 20:30:00,84.32522,0.004213451,24.104168
31/05/2025 20:40:00,84.82901,0.004940727,24.06248
31/05/2025 20:50:00,86.22599,0.006431439,23.778212
31/05/2025 21:00:00,86.44723,0.008176931,24.016623
31/05/2025 21:10:00,85.67145,0.012364848,23.805595
31/05/2025 21:20:00,84.22525,0.015850127,24.04253
31/05/2025 21:30:00,84.58805,0.019738091,24.120182
31/05/2025 21:40:00,84.079834,0.016009428,23.922298
31/05/2025 21:50:00,82.26076,0.013761872,23.964008
31/05/2025 22:00:00,83.213326,0.021345139,24.04541
31/05/2025 22:10:00,83.09569,0.022875687,23.792625
31/05/2025 22:20:00,82.74636,0.01557116,23.145243
31/05/2025 22:30:00,84.172935,0.019004239,22.896103
31/05/2025 22:40:00,86.38946,0.012030989,22.506962
31/05/2025 22:50:00,85.82715,0.018905682,22.65078
31/05/2025 23:00:00,85.19994,0.01964657,22.55527
31/05/2025 23:10:00,85.97477,0.018946355,22.449726
31/05/2025 23:20:00,86.463196,0.021168852,22.486778
31/05/2025 23:30:00,86.21788,0.017206065,22.504051
31/05/2025 23:40:00,87.37659,0.012168416,22.086409
31/05/2025 23:50:00,86.78623,0.01501544,22.317848
1/6/2025 0:00,86.76549,0.007924503,22.249002
1/6/2025 0:10,83.82751,0.008504581,22.209625
1/6/2025 0:20,86.20134,0.006877729,22.092941
1/6/2025 0:30,85.72497,0.006543353,21.916256
1/6/2025 0:40,84.24886,0.004813967,21.900955
1/6/2025 0:50,84.69737,0.003258787,21.907684
1/6/2025 1:00,85.22095,0.002972873,22.014662
1/6/2025 1:10,85.60613,0.004642675,22.102869
1/6/2025 1:20,86.90759,0.003435746,22.189905
1/6/2025 1:30,86.477615,0.004219913,22.086725
1/6/2025 1:40,86.54143,0.004966572,22.12182
1/6/2025 1:50,86.56802,0.004311746,22.136307
1/6/2025 2:00,85.772736,0.004721061,22.14435
1/6/2025 2:10,86.572266,0.005001146,22.35072
1/6/2025 2:20,86.89248,0.004930139,22.260088
1/6/2025 2:30,84.055336,0.006840972,21.952942
1/6/2025 2:40,81.81206,0.008086636,22.128132
1/6/2025 2:50,80.099205,0.007203389,22.332571
1/6/2025 3:00,79.74913,0.006894986,22.170662
1/6/2025 3:10,76.29957,0.006280053,22.214748
1/6/2025 3:20,75.645004,0.008583054,22.239826
1/6/2025 3:30,67.97079,0.012519585,22.236284
1/6/2025 3:40,68.278946,0.008920403,22.369177
1/6/2025 3:50,63.65138,0.012674973,22.474398
1/6/2025 4:00,62.18329,0.018804627,23.144808
1/6/2025 4:10,61.854496,0.019951385,24.297659
1/6/2025 4:20,62.718582,0.017679216,25.067635
1/6/2025 4:30,68.01087,0.01662866,24.92634
1/6/2025 4:40,68.27633,0.017371804,24.828014
1/6/2025 4:50,71.2339,0.016986495,24.108006
1/6/2025 5:00,71.50026,0.015602435,24.416029
1/6/2025 5:10,76.05323,0.015301821,24.499218
1/6/2025 5:20,74.25724,0.016712558,24.606314
1/6/2025 5:30,73.59606,0.020147271,24.67403
1/6/2025 5:40,74.61322,0.018560095,24.703766
1/6/2025 5:50,71.99114,0.03881823,26.162754
1/6/2025 6:00,73.6276,0.046554502,26.47322
1/6/2025 6:10,74.54267,0.050853662,26.745955
1/6/2025 6:20,75.706635,0.052363258,27.12823
1/6/2025 6:30,77.759766,0.08368782,27.59477
1/6/2025 6:40,80.19419,0.1000401,26.795853
1/6/2025 6:50,82.84503,0.14469847,27.53894
1/6/2025 7:00,79.07015,0.16779283,27.48206
1/6/2025 7:10,78.201965,0.20519014,28.553267
1/6/2025 7:20,80.46747,0.22681385,29.036428
1/6/2025 7:30,73.2065,0.25122088,28.66804
1/6/2025 7:40,72.802124,0.2534739,28.90595
1/6/2025 7:50,71.312225,0.2798581,27.504175
1/6/2025 8:00,72.332825,0.25297627,27.338005
1/6/2025 8:10,76.32396,0.23861398,28.328007
1/6/2025 8:20,73.55273,0.2739832,28.827723
1/6/2025 8:30,68.995605,0.31535476,30.886524
1/6/2025 8:40,68.545586,0.32831684,30.649572
1/6/2025 8:50,66.32702,0.30428448,31.618484
1/6/2025 9:00,65.7667,0.32677478,31.293478
1/6/2025 9:10,61.760178,0.38388467,31.94915
