"תחנה","תאריך ושעה (שעון קיץ)","קרינה מפוזרת (וואט/מ""ר)","קרינה גלובלית (וואט/מ""ר)","קרינה ישירה (וואט/מ""ר)"
"בית דגן קרינה","10/08/2025 14:00","251","886","601"
"בית דגן קרינה","10/08/2025 14:10","249","874","595"
"בית דגן קרינה","10/08/2025 14:20","246","860","593"
"בית דגן קרינה","10/08/2025 14:30","245","842","585"
"בית דגן קרינה","10/08/2025 14:40","243","823","580"
"בית דגן קרינה","10/08/2025 14:50","239","805","577"
"בית דגן קרינה","10/08/2025 15:00","237","784","569"
"בית דגן קרינה","10/08/2025 15:10","237","758","554"
"בית דגן קרינה","10/08/2025 15:20","238","732","535"
"בית דגן קרינה","10/08/2025 15:30","239","708","548"
"בית דגן קרינה","10/08/2025 15:40","238","682","535"
"בית דגן קרינה","10/08/2025 15:50","235","652","518"
"בית דגן קרינה","10/08/2025 16:00","232","620","501"
"בית דגן קרינה","10/08/2025 16:10","228","589","482"
"בית דגן קרינה","10/08/2025 16:20","223","557","465"
"בית דגן קרינה","10/08/2025 16:30","219","527","449"
"בית דגן קרינה","10/08/2025 16:40","212","492","428"
"בית דגן קרינה","10/08/2025 16:50","205","457","406"
"בית דגן קרינה","10/08/2025 17:00","198","421","381"
"בית דגן קרינה","10/08/2025 17:10","189","385","359"
"בית דגן קרינה","10/08/2025 17:20","176","356","357"
"בית דגן קרינה","10/08/2025 17:30","164","317","327"
"בית דגן קרינה","10/08/2025 17:40","154","285","301"
"בית דגן קרינה","10/08/2025 17:50","138","222","208"
"בית דגן קרינה","10/08/2025 18:00","126","198","200"
"בית דגן קרינה","10/08/2025 18:10","119","180","187"
"בית דגן קרינה","10/08/2025 18:20","109","147","130"
"בית דגן קרינה","10/08/2025 18:30","85","109","92"
"בית דגן קרינה","10/08/2025 18:40","62","69","24"
"בית דגן קרינה","10/08/2025 18:50","41","41","0"
"בית דגן קרינה","10/08/2025 19:00","27","27","0"
"בית דגן קרינה","10/08/2025 19:10","16","16","0"
"בית דגן קרינה","10/08/2025 19:20","8","8","0"
"בית דגן קרינה","10/08/2025 19:30","2","2","0"
"בית דגן קרינה","10/08/2025 19:40","0","0","0"
"בית דגן קרינה","10/08/2025 19:50","0","0","0"
"בית דגן קרינה","10/08/2025 20:00","0","0","0"
"בית דגן קרינה","10/08/2025 20:10","0","0","0"
"בית דגן קרינה","10/08/2025 20:20","0","0","0"
"בית דגן קרינה","10/08/2025 20:30","0","0","0"
"בית דגן קרינה","10/08/2025 20:40","0","0","0"
"בית דגן קרינה","10/08/2025 20:50","0","0","0"
"בית דגן קרינה","10/08/2025 21:00","0","0","0"
"בית דגן קרינה","10/08/2025 21:10","0","0","0"
"בית דגן קרינה","10/08/2025 21:20","0","0","0"
"בית דגן קרינה","10/08/2025 21:30","0","0","0"
"בית דגן קרינה","10/08/2025 21:40","0","0","0"
"בית דגן קרינה","10/08/2025 21:50","0","0","0"
"בית דגן קרינה","10/08/2025 22:00","0","0","0"
"בית דגן קרינה","10/08/2025 22:10","0","0","0"
"בית דגן קרינה","10/08/2025 22:20","0","0","0"
"בית דגן קרינה","10/08/2025 22:30","0","0","0"
"בית דגן קרינה","10/08/2025 22:40","0","0","0"
"בית דגן קרינה","10/08/2025 22:50","0","0","0"
"בית דגן קרינה","10/08/2025 23:00","0","0","0"
"בית דגן קרינה","10/08/2025 23:10","0","0","0"
"בית דגן קרינה","10/08/2025 23:20","0","0","0"
"בית דגן קרינה","10/08/2025 23:30","0","0","0"
"בית דגן קרינה","10/08/2025 23:40","0","0","0"
"בית דגן קרינה","10/08/2025 23:50","0","0","0"
"בית דגן קרינה","11/08/2025 00:00","0","0","0"
"בית דגן קרינה","11/08/2025 00:10","0","0","0"
"בית דגן קרינה","11/08/2025 00:20","0","0","0"
"בית דגן קרינה","11/08/2025 00:30","0","0","0"
"בית דגן קרינה","11/08/2025 00:40","0","0","0"
"בית דגן קרינה","11/08/2025 00:50","0","0","0"
"בית דגן קרינה","11/08/2025 01:00","0","0","0"
"בית דגן קרינה","11/08/2025 01:10","0","0","0"
"בית דגן קרינה","11/08/2025 01:20","0","0","0"
"בית דגן קרינה","11/08/2025 01:30","0","0","0"
"בית דגן קרינה","11/08/2025 01:40","0","0","0"
"בית דגן קרינה","11/08/2025 01:50","0","0","0"
"בית דגן קרינה","11/08/2025 02:00","0","0","0"
"בית דגן קרינה","11/08/2025 02:10","0","0","0"
"בית דגן קרינה","11/08/2025 02:20","0","0","0"
"בית דגן קרינה","11/08/2025 02:30","0","0","0"
"בית דגן קרינה","11/08/2025 02:40","0","0","0"
"בית דגן קרינה","11/08/2025 02:50","0","0","0"
"בית דגן קרינה","11/08/2025 03:00","0","0","0"
"בית דגן קרינה","11/08/2025 03:10","0","0","0"
"בית דגן קרינה","11/08/2025 03:20","0","0","0"
"בית דגן קרינה","11/08/2025 03:30","0","0","0"
"בית דגן קרינה","11/08/2025 03:40","0","0","0"
"בית דגן קרינה","11/08/2025 03:50","0","0","0"
"בית דגן קרינה","11/08/2025 04:00","0","0","0"
"בית דגן קרינה","11/08/2025 04:10","0","0","0"
"בית דגן קרינה","11/08/2025 04:20","0","0","0"
"בית דגן קרינה","11/08/2025 04:30","0","0","0"
"בית דגן קרינה","11/08/2025 04:40","0","0","0"
"בית דגן קרינה","11/08/2025 04:50","0","0","0"
"בית דגן קרינה","11/08/2025 05:00","0","0","0"
"בית דגן קרינה","11/08/2025 05:10","0","0","0"
"בית דגן קרינה","11/08/2025 05:20","0","0","0"
"בית דגן קרינה","11/08/2025 05:30","0","0","0"
"בית דגן קרינה","11/08/2025 05:40","0","0","0"
"בית דגן קרינה","11/08/2025 05:50","0","0","0"
"בית דגן קרינה","11/08/2025 06:00","0","0","0"
"בית דגן קרינה","11/08/2025 06:10","2","2","0"
"בית דגן קרינה","11/08/2025 06:20","7","7","0"
"בית דגן קרינה","11/08/2025 06:30","15","16","0"
"בית דגן קרינה","11/08/2025 06:40","30","30","0"
"בית דגן קרינה","11/08/2025 06:50","47","48","1"
"בית דגן קרינה","11/08/2025 07:00","64","65","3"
"בית דגן קרינה","11/08/2025 07:10","83","86","8"
"בית דגן קרינה","11/08/2025 07:20","103","110","20"
"בית דגן קרינה","11/08/2025 07:30","124","138","37"
"בית דגן קרינה","11/08/2025 07:40","143","165","54"
"בית דגן קרינה","11/08/2025 07:50","160","197","85"
"בית דגן קרינה","11/08/2025 08:00","176","232","121"
"בית דגן קרינה","11/08/2025 08:10","189","265","151"
"בית דגן קרינה","11/08/2025 08:20","199","299","185"
"בית דגן קרינה","11/08/2025 08:30","210","351","244"
"בית דגן קרינה","11/08/2025 08:40","219","386","269"
"בית דגן קרינה","11/08/2025 08:50","227","422","294"
"בית דגן קרינה","11/08/2025 09:00","233","460","359"
"בית דגן קרינה","11/08/2025 09:10","240","491","390"
"בית דגן קרינה","11/08/2025 09:20","245","523","410"
"בית דגן קרינה","11/08/2025 09:30","247","557","439"
"בית דגן קרינה","11/08/2025 09:40","249","593","470"
"בית דגן קרינה","11/08/2025 09:50","250","623","491"
"בית דגן קרינה","11/08/2025 10:00","251","652","511"
"בית דגן קרינה","11/08/2025 10:10","253","685","533"
"בית דגן קרינה","11/08/2025 10:20","259","710","541"
"בית דגן קרינה","11/08/2025 10:30","265","734","550"
"בית דגן קרינה","11/08/2025 10:40","270","756","557"
"בית דגן קרינה","11/08/2025 10:50","278","778","559"
"בית דגן קרינה","11/08/2025 11:00","285","798","560"
"בית דגן קרינה","11/08/2025 11:10","290","818","565"
"בית דגן קרינה","11/08/2025 11:20","303","839","566"
"בית דגן קרינה","11/08/2025 11:30","333","878","567"
"בית דגן קרינה","11/08/2025 11:40","316","874","572"
"בית דגן קרינה","11/08/2025 11:50","305","875","578"
"בית דגן קרינה","11/08/2025 12:00","304","885","583"
"בית דגן קרינה","11/08/2025 12:10","308","885","572"
"בית דגן קרינה","11/08/2025 12:20","310","903","583"
"בית דגן קרינה","11/08/2025 12:30","314","911","583"
"בית דגן קרינה","11/08/2025 12:40","317","919","587"
"בית דגן קרינה","11/08/2025 12:50","310","910","584"
"בית דגן קרינה","11/08/2025 13:00","311","908","577"
"בית דגן קרינה","11/08/2025 13:10","319","902","564"
"בית דגן קרינה","11/08/2025 13:20","324","900","559"
"בית דגן קרינה","11/08/2025 13:30","311","894","568"
"בית דגן קרינה","11/08/2025 13:40","309","885","565"
"בית דגן קרינה","11/08/2025 13:50","316","870","549"
"בית דגן קרינה","11/08/2025 14:00","320","856","536"
"בית דגן קרינה","11/08/2025 14:10","319","841","528"
"בית דגן קרינה","11/08/2025 14:20","319","827","521"
"בית דגן קרינה","11/08/2025 14:30","320","806","508"
"בית דגן קרינה","11/08/2025 14:40","326","792","495"
"בית דגן קרינה","11/08/2025 14:50","345","740","427"
"בית דגן קרינה","11/08/2025 15:00","341","744","447"
"בית דגן קרינה","11/08/2025 15:10","311","730","477"
"בית דגן קרינה","11/08/2025 15:20","296","703","475"
"בית דגן קרינה","11/08/2025 15:30","287","678","468"
"בית דגן קרינה","11/08/2025 15:40","279","657","465"
"בית דגן קרינה","11/08/2025 15:50","271","630","456"
"בית דגן קרינה","11/08/2025 16:00","263","601","441"
"בית דגן קרינה","11/08/2025 16:10","255","571","429"
"בית דגן קרינה","11/08/2025 16:20","248","540","415"
"בית דגן קרינה","11/08/2025 16:30","238","510","404"
"בית דגן קרינה","11/08/2025 16:40","230","475","383"
"בית דגן קרינה","11/08/2025 16:50","221","442","363"
"בית דגן קרינה","11/08/2025 17:00","212","410","344"
"בית דגן קרינה","11/08/2025 17:10","200","377","329"
"בית דגן קרינה","11/08/2025 17:20","188","346","314"
"בית דגן קרינה","11/08/2025 17:30","175","311","292"
"בית דגן קרינה","11/08/2025 17:40","162","276","266"
"בית דגן קרינה","11/08/2025 17:50","148","239","233"
"בית דגן קרינה","11/08/2025 18:00","134","204","198"
"בית דגן קרינה","11/08/2025 18:10","120","171","161"
"בית דגן קרינה","11/08/2025 18:20","105","142","129"
"בית דגן קרינה","11/08/2025 18:30","89","114","96"
"בית דגן קרינה","11/08/2025 18:40","73","87","65"
"בית דגן קרינה","11/08/2025 18:50","56","63","34"
"בית דגן קרינה","11/08/2025 19:00","40","41","4"
"בית דגן קרינה","11/08/2025 19:10","25","26","0"
"בית דגן קרינה","11/08/2025 19:20","12","12","0"
"בית דגן קרינה","11/08/2025 19:30","3","3","0"
"בית דגן קרינה","11/08/2025 19:40","0","0","0"
"בית דגן קרינה","11/08/2025 19:50","0","0","0"
"בית דגן קרינה","11/08/2025 20:00","0","0","0"
"בית דגן קרינה","11/08/2025 20:10","0","0","0"
"בית דגן קרינה","11/08/2025 20:20","0","0","0"
"בית דגן קרינה","11/08/2025 20:30","0","0","0"
"בית דגן קרינה","11/08/2025 20:40","0","0","0"
"בית דגן קרינה","11/08/2025 20:50","0","0","0"
"בית דגן קרינה","11/08/2025 21:00","0","0","0"
"בית דגן קרינה","11/08/2025 21:10","0","0","0"
"בית דגן קרינה","11/08/2025 21:20","0","0","0"
"בית דגן קרינה","11/08/2025 21:30","0","0","0"
"בית דגן קרינה","11/08/2025 21:40","0","0","0"
"בית דגן קרינה","11/08/2025 21:50","0","0","0"
"בית דגן קרינה","11/08/2025 22:00","0","0","0"
"בית דגן קרינה","11/08/2025 22:10","0","0","0"
"בית דגן קרינה","11/08/2025 22:20","0","0","0"
"בית דגן קרינה","11/08/2025 22:30","0","0","0"
"בית דגן קרינה","11/08/2025 22:40","0","0","0"
"בית דגן קרינה","11/08/2025 22:50","0","0","0"
"בית דגן קרינה","11/08/2025 23:00","0","0","0"
"בית דגן קרינה","11/08/2025 23:10","0","0","0"
"בית דגן קרינה","11/08/2025 23:20","0","0","0"
"בית דגן קרינה","11/08/2025 23:30","0","0","0"
"בית דגן קרינה","11/08/2025 23:40","0","0","0"
"בית דגן קרינה","11/08/2025 23:50","0","0","0"
"בית דגן קרינה","12/08/2025 00:00","0","0","0"
"בית דגן קרינה","12/08/2025 00:10","0","0","0"
"בית דגן קרינה","12/08/2025 00:20","0","0","0"
"בית דגן קרינה","12/08/2025 00:30","0","0","0"
"בית דגן קרינה","12/08/2025 00:40","0","0","0"
"בית דגן קרינה","12/08/2025 00:50","0","0","0"
"בית דגן קרינה","12/08/2025 01:00","0","0","0"
"בית דגן קרינה","12/08/2025 01:10","0","0","0"
"בית דגן קרינה","12/08/2025 01:20","0","0","0"
"בית דגן קרינה","12/08/2025 01:30","0","0","0"
"בית דגן קרינה","12/08/2025 01:40","0","0","0"
"בית דגן קרינה","12/08/2025 01:50","0","0","0"
"בית דגן קרינה","12/08/2025 02:00","0","0","0"
"בית דגן קרינה","12/08/2025 02:10","0","0","0"
"בית דגן קרינה","12/08/2025 02:20","0","0","0"
"בית דגן קרינה","12/08/2025 02:30","0","0","0"
"בית דגן קרינה","12/08/2025 02:40","0","0","0"
"בית דגן קרינה","12/08/2025 02:50","0","0","0"
"בית דגן קרינה","12/08/2025 03:00","0","0","0"
"בית דגן קרינה","12/08/2025 03:10","0","0","0"
"בית דגן קרינה","12/08/2025 03:20","0","0","0"
"בית דגן קרינה","12/08/2025 03:30","0","0","0"
"בית דגן קרינה","12/08/2025 03:40","0","0","0"
"בית דגן קרינה","12/08/2025 03:50","0","0","0"
"בית דגן קרינה","12/08/2025 04:00","0","0","0"
"בית דגן קרינה","12/08/2025 04:10","0","0","0"
"בית דגן קרינה","12/08/2025 04:20","0","0","0"
"בית דגן קרינה","12/08/2025 04:30","0","0","0"
"בית דגן קרינה","12/08/2025 04:40","0","0","0"
"בית דגן קרינה","12/08/2025 04:50","0","0","0"
"בית דגן קרינה","12/08/2025 05:00","0","0","0"
"בית דגן קרינה","12/08/2025 05:10","0","0","0"
"בית דגן קרינה","12/08/2025 05:20","0","0","0"
"בית דגן קרינה","12/08/2025 05:30","0","0","0"
"בית דגן קרינה","12/08/2025 05:40","0","0","0"
"בית דגן קרינה","12/08/2025 05:50","0","0","0"
"בית דגן קרינה","12/08/2025 06:00","0","0","0"
"בית דגן קרינה","12/08/2025 06:10","2","3","0"
"בית דגן קרינה","12/08/2025 06:20","9","10","0"
"בית דגן קרינה","12/08/2025 06:30","20","21","0"
"בית דגן קרינה","12/08/2025 06:40","34","35","0"
"בית דגן קרינה","12/08/2025 06:50","49","51","3"
"בית דגן קרינה","12/08/2025 07:00","66","70","11"
"בית דגן קרינה","12/08/2025 07:10","84","91","22"
"בית דגן קרינה","12/08/2025 07:20","103","116","35"
"בית דגן קרינה","12/08/2025 07:30","123","143","52"
"בית דגן קרינה","12/08/2025 07:40","144","170","66"
"בית דגן קרינה","12/08/2025 07:50","162","198","81"
"בית דגן קרינה","12/08/2025 08:00","180","228","103"
"בית דגן קרינה","12/08/2025 08:10","197","257","119"
"בית דגן קרינה","12/08/2025 08:20","215","286","130"
"בית דגן קרינה","12/08/2025 08:30","231","320","152"
"בית דגן קרינה","12/08/2025 08:40","245","350","167"
"בית דגן קרינה","12/08/2025 08:50","258","389","194"
"בית דגן קרינה","12/08/2025 09:00","269","427","222"
"בית דגן קרינה","12/08/2025 09:10","278","458","236"
"בית דגן קרינה","12/08/2025 09:20","288","488","248"
"בית דגן קרינה","12/08/2025 09:30","298","519","261"
"בית דגן קרינה","12/08/2025 09:40","309","545","265"
"בית דגן קרינה","12/08/2025 09:50","317","577","281"
"בית דגן קרינה","12/08/2025 10:00","325","605","290"
"בית דגן קרינה","12/08/2025 10:10","330","631","358"
"בית דגן קרינה","12/08/2025 10:20","334","660","389"
"בית דגן קרינה","12/08/2025 10:30","338","682","399"
"בית דגן קרינה","12/08/2025 10:40","340","708","417"
"בית דגן קרינה","12/08/2025 10:50","341","730","431"
"בית דגן קרינה","12/08/2025 11:00","344","751","442"
"בית דגן קרינה","12/08/2025 11:10","349","768","445"
"בית דגן קרינה","12/08/2025 11:20","349","790","461"
"בית דגן קרינה","12/08/2025 11:30","352","805","468"
"בית דגן קרינה","12/08/2025 11:40","354","817","472"
"בית דגן קרינה","12/08/2025 11:50","359","834","478"
"בית דגן קרינה","12/08/2025 12:00","364","842","477"
"בית דגן קרינה","12/08/2025 12:10","366","851","477"
"בית דגן קרינה","12/08/2025 12:20","368","856","478"
"בית דגן קרינה","12/08/2025 12:30","368","867","485"
"בית דגן קרינה","12/08/2025 12:40","369","872","489"
"בית דגן קרינה","12/08/2025 12:50","369","877","492"
"בית דגן קרינה","12/08/2025 13:00","372","874","485"
"בית דגן קרינה","12/08/2025 13:10","375","871","480"
"בית דגן קרינה","12/08/2025 13:20","375","867","478"
"בית דגן קרינה","12/08/2025 13:30","376","859","471"
"בית דגן קרינה","12/08/2025 13:40","379","855","467"
"בית דגן קרינה","12/08/2025 13:50","382","844","456"
"בית דגן קרינה","12/08/2025 14:00","382","836","454"
"בית דגן קרינה","12/08/2025 14:10","388","823","440"
"בית דגן קרינה","12/08/2025 14:20","345","532","188"
"בית דגן קרינה","12/08/2025 14:30","236","243","3"
"בית דגן קרינה","12/08/2025 14:40","303","353","47"
"בית דגן קרינה","12/08/2025 14:50","407","686","302"
"בית דגן קרינה","12/08/2025 15:00","412","788","418"
"בית דגן קרינה","12/08/2025 15:10","375","685","350"
"בית דגן קרינה","12/08/2025 15:20","372","551","204"
"בית דגן קרינה","12/08/2025 15:30","413","645","275"
"בית דגן קרינה","12/08/2025 15:40","421","703","347"
"בית דגן קרינה","12/08/2025 15:50","378","639","331"
"בית דגן קרינה","12/08/2025 16:00","345","554","274"
"בית דגן קרינה","12/08/2025 16:10","349","505","210"
"בית דגן קרינה","12/08/2025 16:20","310","404","129"
"בית דגן קרינה","12/08/2025 16:30","304","475","256"
"בית דגן קרינה","12/08/2025 16:40","272","442","264"
"בית דגן קרינה","12/08/2025 16:50","251","409","261"
"בית דגן קרינה","12/08/2025 17:00","234","382","259"
"בית דגן קרינה","12/08/2025 17:10","218","347","241"
"בית דגן קרינה","12/08/2025 17:20","203","312","217"
"בית דגן קרינה","12/08/2025 17:30","188","283","204"
"בית דגן קרינה","12/08/2025 17:40","175","257","191"
"בית דגן קרינה","12/08/2025 17:50","158","222","163"
"בית דגן קרינה","12/08/2025 18:00","142","190","134"
"בית דגן קרינה","12/08/2025 18:10","124","159","107"
"בית דגן קרינה","12/08/2025 18:20","108","132","83"
"בית דגן קרינה","12/08/2025 18:30","91","106","58"
"בית דגן קרינה","12/08/2025 18:40","74","82","35"
"בית דגן קרינה","12/08/2025 18:50","57","60","15"
"בית דגן קרינה","12/08/2025 19:00","39","40","1"
"בית דגן קרינה","12/08/2025 19:10","23","24","0"
"בית דגן קרינה","12/08/2025 19:20","11","11","0"
"בית דגן קרינה","12/08/2025 19:30","2","2","0"
"בית דגן קרינה","12/08/2025 19:40","0","0","0"
"בית דגן קרינה","12/08/2025 19:50","0","0","0"
"בית דגן קרינה","12/08/2025 20:00","0","0","0"
"בית דגן קרינה","12/08/2025 20:10","0","0","0"
"בית דגן קרינה","12/08/2025 20:20","0","0","0"
"בית דגן קרינה","12/08/2025 20:30","0","0","0"
"בית דגן קרינה","12/08/2025 20:40","0","0","0"
"בית דגן קרינה","12/08/2025 20:50","0","0","0"
"בית דגן קרינה","12/08/2025 21:00","0","0","0"
"בית דגן קרינה","12/08/2025 21:10","0","0","0"
"בית דגן קרינה","12/08/2025 21:20","0","0","0"
"בית דגן קרינה","12/08/2025 21:30","0","0","0"
"בית דגן קרינה","12/08/2025 21:40","0","0","0"
"בית דגן קרינה","12/08/2025 21:50","0","0","0"
"בית דגן קרינה","12/08/2025 22:00","0","0","0"
"בית דגן קרינה","12/08/2025 22:10","0","0","0"
"בית דגן קרינה","12/08/2025 22:20","0","0","0"
"בית דגן קרינה","12/08/2025 22:30","0","0","0"
"בית דגן קרינה","12/08/2025 22:40","0","0","0"
"בית דגן קרינה","12/08/2025 22:50","0","0","0"
"בית דגן קרינה","12/08/2025 23:00","0","0","0"
"בית דגן קרינה","12/08/2025 23:10","0","0","0"
"בית דגן קרינה","12/08/2025 23:20","0","0","0"
"בית דגן קרינה","12/08/2025 23:30","0","0","0"
"בית דגן קרינה","12/08/2025 23:40","0","0","0"
"בית דגן קרינה","12/08/2025 23:50","0","0","0"
"בית דגן קרינה","13/08/2025 00:00","0","0","0"
"בית דגן קרינה","13/08/2025 00:10","0","0","0"
"בית דגן קרינה","13/08/2025 00:20","0","0","0"
"בית דגן קרינה","13/08/2025 00:30","0","0","0"
"בית דגן קרינה","13/08/2025 00:40","0","0","0"
"בית דגן קרינה","13/08/2025 00:50","0","0","0"
"בית דגן קרינה","13/08/2025 01:00","0","0","0"
"בית דגן קרינה","13/08/2025 01:10","0","0","0"
"בית דגן קרינה","13/08/2025 01:20","0","0","0"
"בית דגן קרינה","13/08/2025 01:30","0","0","0"
"בית דגן קרינה","13/08/2025 01:40","0","0","0"
"בית דגן קרינה","13/08/2025 01:50","0","0","0"
"בית דגן קרינה","13/08/2025 02:00","0","0","0"
"בית דגן קרינה","13/08/2025 02:10","0","0","0"
"בית דגן קרינה","13/08/2025 02:20","0","0","0"
"בית דגן קרינה","13/08/2025 02:30","0","0","0"
"בית דגן קרינה","13/08/2025 02:40","0","0","0"
"בית דגן קרינה","13/08/2025 02:50","0","0","0"
"בית דגן קרינה","13/08/2025 03:00","0","0","0"
"בית דגן קרינה","13/08/2025 03:10","0","0","0"
"בית דגן קרינה","13/08/2025 03:20","0","0","0"
"בית דגן קרינה","13/08/2025 03:30","0","0","0"
"בית דגן קרינה","13/08/2025 03:40","0","0","0"
"בית דגן קרינה","13/08/2025 03:50","0","0","0"
"בית דגן קרינה","13/08/2025 04:00","0","0","0"
"בית דגן קרינה","13/08/2025 04:10","0","0","0"
"בית דגן קרינה","13/08/2025 04:20","0","0","0"
"בית דגן קרינה","13/08/2025 04:30","0","0","0"
"בית דגן קרינה","13/08/2025 04:40","0","0","0"
"בית דגן קרינה","13/08/2025 04:50","0","0","0"
"בית דגן קרינה","13/08/2025 05:00","0","0","0"
"בית דגן קרינה","13/08/2025 05:10","0","0","0"
"בית דגן קרינה","13/08/2025 05:20","0","0","0"
"בית דגן קרינה","13/08/2025 05:30","0","0","0"
"בית דגן קרינה","13/08/2025 05:40","0","0","0"
"בית דגן קרינה","13/08/2025 05:50","0","0","0"
"בית דגן קרינה","13/08/2025 06:00","0","0","0"
"בית דגן קרינה","13/08/2025 06:10","2","3","0"
"בית דגן קרינה","13/08/2025 06:20","8","9","0"
"בית דגן קרינה","13/08/2025 06:30","17","18","0"
"בית דגן קרינה","13/08/2025 06:40","28","29","0"
"בית דגן קרינה","13/08/2025 06:50","47","48","2"
"בית דגן קרינה","13/08/2025 07:00","71","73","5"
"בית דגן קרינה","13/08/2025 07:10","87","93","22"
"בית דגן קרינה","13/08/2025 07:20","105","118","41"
"בית דגן קרינה","13/08/2025 07:30","129","150","65"
"בית דגן קרינה","13/08/2025 07:40","145","178","89"
"בית דגן קרינה","13/08/2025 07:50","164","212","117"
"בית דגן קרינה","13/08/2025 08:00","179","248","154"
"בית דגן קרינה","13/08/2025 08:10","188","278","181"
"בית דגן קרינה","13/08/2025 08:20","201","310","203"
"בית דגן קרינה","13/08/2025 08:30","216","348","228"
"בית דגן קרינה","13/08/2025 08:40","223","386","260"
"בית דגן קרינה","13/08/2025 08:50","230","422","285"
"בית דגן קרינה","13/08/2025 09:00","237","459","327"
"בית דגן קרינה","13/08/2025 09:10","240","490","386"
"בית דגן קרינה","13/08/2025 09:20","244","522","411"
"בית דגן קרינה","13/08/2025 09:30","249","552","428"
"בית דגן קרינה","13/08/2025 09:40","254","584","450"
"בית דגן קרינה","13/08/2025 09:50","258","620","474"
"בית דגן קרינה","13/08/2025 10:00","264","650","490"
"בית דגן קרינה","13/08/2025 10:10","273","669","487"
"בית דגן קרינה","13/08/2025 10:20","281","695","494"
"בית דגן קרינה","13/08/2025 10:30","286","720","504"
"בית דגן קרינה","13/08/2025 10:40","287","746","521"
"בית דגן קרינה","13/08/2025 10:50","293","763","522"
"בית דגן קרינה","13/08/2025 11:00","295","789","534"
"בית דגן קרינה","13/08/2025 11:10","296","808","543"
"בית דגן קרינה","13/08/2025 11:20","297","829","555"
"בית דגן קרינה","13/08/2025 11:30","300","842","558"
"בית דגן קרינה","13/08/2025 11:40","300","854","563"
"בית דגן קרינה","13/08/2025 11:50","299","869","571"
"בית דגן קרינה","13/08/2025 12:00","302","876","569"
"בית דגן קרינה","13/08/2025 12:10","303","885","571"
"בית דגן קרינה","13/08/2025 12:20","303","892","575"
"בית דגן קרינה","13/08/2025 12:30","302","899","580"
"בית דגן קרינה","13/08/2025 12:40","298","903","585"
"בית דגן קרינה","13/08/2025 12:50","299","903","583"
"בית דגן קרינה","13/08/2025 13:00","298","904","582"
"בית דגן קרינה","13/08/2025 13:10","297","900","581"
"בית דגן קרינה","13/08/2025 13:20","296","898","581"
"בית דגן קרינה","13/08/2025 13:30","294","892","581"
"בית דגן קרינה","13/08/2025 13:40","294","885","578"
"בית דגן קרינה","13/08/2025 13:50","293","874","574"
"בית דגן קרינה","13/08/2025 14:00","293","865","570"
"בית דגן קרינה","13/08/2025 14:10","291","852","567"
"בית דגן קרינה","13/08/2025 14:20","288","837","562"
"בית דגן קרינה","13/08/2025 14:30","285","820","559"
"בית דגן קרינה","13/08/2025 14:40","283","799","551"
"בית דגן קרינה","13/08/2025 14:50","281","779","542"
"בית דגן קרינה","13/08/2025 15:00","278","755","532"
"בית דגן קרינה","13/08/2025 15:10","276","731","520"
"בית דגן קרינה","13/08/2025 15:20","272","710","512"
"בית דגן קרינה","13/08/2025 15:30","269","681","497"
"בית דגן קרינה","13/08/2025 15:40","265","655","485"
"בית דגן קרינה","13/08/2025 15:50","258","630","475"
"בית דגן קרינה","13/08/2025 16:00","252","601","463"
"בית דגן קרינה","13/08/2025 16:10","245","571","449"
"בית דגן קרינה","13/08/2025 16:20","237","537","433"
"בית דגן קרינה","13/08/2025 16:30","228","506","418"
"בית דגן קרינה","13/08/2025 16:40","218","476","407"
"בית דגן קרינה","13/08/2025 16:50","209","444","393"
"בית דגן קרינה","13/08/2025 17:00","200","412","374"
"בית דגן קרינה","13/08/2025 17:10","190","379","355"
"בית דגן קרינה","13/08/2025 17:20","178","345","334"
"בית דגן קרינה","13/08/2025 17:30","166","311","319"
"בית דגן קרינה","13/08/2025 17:40","153","276","292"
"בית דגן קרינה","13/08/2025 17:50","141","242","263"
"בית דגן קרינה","13/08/2025 18:00","128","207","232"
"בית דגן קרינה","13/08/2025 18:10","114","174","197"
"בית דגן קרינה","13/08/2025 18:20","99","143","159"
"בית דגן קרינה","13/08/2025 18:30","84","113","121"
"בית דגן קרינה","13/08/2025 18:40","68","86","83"
"בית דגן קרינה","13/08/2025 18:50","52","60","45"
"בית דגן קרינה","13/08/2025 19:00","37","38","2"
"בית דגן קרינה","13/08/2025 19:10","22","22","0"
"בית דגן קרינה","13/08/2025 19:20","9","9","0"
"בית דגן קרינה","13/08/2025 19:30","1","1","0"
"בית דגן קרינה","13/08/2025 19:40","0","0","0"
"בית דגן קרינה","13/08/2025 19:50","0","0","0"
"בית דגן קרינה","13/08/2025 20:00","0","0","0"
"בית דגן קרינה","13/08/2025 20:10","0","0","0"
"בית דגן קרינה","13/08/2025 20:20","0","0","0"
"בית דגן קרינה","13/08/2025 20:30","0","0","0"
"בית דגן קרינה","13/08/2025 20:40","0","0","0"
"בית דגן קרינה","13/08/2025 20:50","0","0","0"
"בית דגן קרינה","13/08/2025 21:00","0","0","0"
"בית דגן קרינה","13/08/2025 21:10","0","0","0"
"בית דגן קרינה","13/08/2025 21:20","0","0","0"
"בית דגן קרינה","13/08/2025 21:30","0","0","0"
"בית דגן קרינה","13/08/2025 21:40","0","0","0"
