"תחנה","תאריך ושעה (שעון קיץ)","קרינה מפוזרת (וואט/מ""ר)","קרינה גלובלית (וואט/מ""ר)","קרינה ישירה (וואט/מ""ר)"
"בית דגן קרינה","07/06/2025 01:40","0","0","0"
"בית דגן קרינה","07/06/2025 01:50","0","0","0"
"בית דגן קרינה","07/06/2025 02:00","0","0","0"
"בית דגן קרינה","07/06/2025 02:10","0","0","0"
"בית דגן קרינה","07/06/2025 02:20","0","0","0"
"בית דגן קרינה","07/06/2025 02:30","0","0","0"
"בית דגן קרינה","07/06/2025 02:40","0","0","0"
"בית דגן קרינה","07/06/2025 02:50","0","0","0"
"בית דגן קרינה","07/06/2025 03:00","0","0","0"
"בית דגן קרינה","07/06/2025 03:10","0","0","0"
"בית דגן קרינה","07/06/2025 03:20","0","0","0"
"בית דגן קרינה","07/06/2025 03:30","0","0","0"
"בית דגן קרינה","07/06/2025 03:40","0","0","0"
"בית דגן קרינה","07/06/2025 03:50","0","0","0"
"בית דגן קרינה","07/06/2025 04:00","0","0","0"
"בית דגן קרינה","07/06/2025 04:10","0","0","0"
"בית דגן קרינה","07/06/2025 04:20","0","0","0"
"בית דגן קרינה","07/06/2025 04:30","0","0","0"
"בית דגן קרינה","07/06/2025 04:40","0","0","0"
"בית דגן קרינה","07/06/2025 04:50","0","0","0"
"בית דגן קרינה","07/06/2025 05:00","0","0","0"
"בית דגן קרינה","07/06/2025 05:10","0","0","0"
"בית דגן קרינה","07/06/2025 05:20","0","0","0"
"בית דגן קרינה","07/06/2025 05:30","0","0","0"
"בית דגן קרינה","07/06/2025 05:40","0","0","0"
"בית דגן קרינה","07/06/2025 05:50","7","8","0"
"בית דגן קרינה","07/06/2025 06:00","16","18","0"
"בית דגן קרינה","07/06/2025 06:10","28","32","0"
"בית דגן קרינה","07/06/2025 06:20","44","50","5"
"בית דגן קרינה","07/06/2025 06:30","68","93","77"
"בית דגן קרינה","07/06/2025 06:40","68","81","16"
"בית דגן קרינה","07/06/2025 06:50","82","153","188"
"בית דגן קרינה","07/06/2025 07:00","93","180","205"
"בית דגן קרינה","07/06/2025 07:10","118","215","216"
"בית דגן קרינה","07/06/2025 07:20","158","204","57"
"בית דגן קרינה","07/06/2025 07:30","170","214","34"
"בית דגן קרינה","07/06/2025 07:40","204","272","58"
"בית דגן קרינה","07/06/2025 07:50","204","237","8"
"בית דגן קרינה","07/06/2025 08:00","236","269","6"
"בית דגן קרינה","07/06/2025 08:10","230","307","66"
"בית דגן קרינה","07/06/2025 08:20","188","420","349"
"בית דגן קרינה","07/06/2025 08:30","296","507","253"
"בית דגן קרינה","07/06/2025 08:40","235","325","76"
"בית דגן קרינה","07/06/2025 08:50","209","459","308"
"בית דגן קרינה","07/06/2025 09:00","172","603","571"
"בית דגן קרינה","07/06/2025 09:10","165","631","593"
"בית דגן קרינה","07/06/2025 09:20","169","661","603"
"בית דגן קרינה","07/06/2025 09:30","169","693","622"
"בית דגן קרינה","07/06/2025 09:40","165","723","642"
"בית דגן קרינה","07/06/2025 09:50","164","751","655"
"בית דגן קרינה","07/06/2025 10:00","164","781","668"
"בית דגן קרינה","07/06/2025 10:10","166","803","669"
"בית דגן קרינה","07/06/2025 10:20","164","833","687"
"בית דגן קרינה","07/06/2025 10:30","167","854","688"
"בית דגן קרינה","07/06/2025 10:40","177","869","676"
"בית דגן קרינה","07/06/2025 10:50","179","890","680"
"בית דגן קרינה","07/06/2025 11:00","179","908","685"
"בית דגן קרינה","07/06/2025 11:10","178","933","699"
"בית דגן קרינה","07/06/2025 11:20","176","949","706"
"בית דגן קרינה","07/06/2025 11:30","176","961","708"
"בית דגן קרינה","07/06/2025 11:40","175","977","716"
"בית דגן קרינה","07/06/2025 11:50","173","990","723"
"בית דגן קרינה","07/06/2025 12:00","171","1003","732"
"בית דגן קרינה","07/06/2025 12:10","167","1011","738"
"בית דגן קרינה","07/06/2025 12:20","163","1019","745"
"בית דגן קרינה","07/06/2025 12:30","164","1021","738"
"בית דגן קרינה","07/06/2025 12:40","162","1024","740"
"בית דגן קרינה","07/06/2025 12:50","160","1025","747"
"בית דגן קרינה","07/06/2025 13:00","158","1023","751"
"בית דגן קרינה","07/06/2025 13:10","158","1021","751"
"בית דגן קרינה","07/06/2025 13:20","158","1016","751"
"בית דגן קרינה","07/06/2025 13:30","158","1007","747"
"בית דגן קרינה","07/06/2025 13:40","158","999","745"
"בית דגן קרינה","07/06/2025 13:50","157","989","745"
"בית דגן קרינה","07/06/2025 14:00","157","977","741"
"בית דגן קרינה","07/06/2025 14:10","158","965","737"
"בית דגן קרינה","07/06/2025 14:20","158","950","733"
"בית דגן קרינה","07/06/2025 14:30","158","932","728"
"בית דגן קרינה","07/06/2025 14:40","159","915","725"
"בית דגן קרינה","07/06/2025 14:50","160","892","716"
"בית דגן קרינה","07/06/2025 15:00","161","869","708"
"בית דגן קרינה","07/06/2025 15:10","-","846","702"
"בית דגן קרינה","07/06/2025 15:20","-","819","693"
"בית דגן קרינה","07/06/2025 15:30","-","793","686"
"בית דגן קרינה","07/06/2025 15:40","-","765","678"
"בית דגן קרינה","07/06/2025 15:50","-","739","671"
"בית דגן קרינה","07/06/2025 16:00","-","711","665"
"בית דגן קרינה","07/06/2025 16:10","-","681","658"
"בית דגן קרינה","07/06/2025 16:20","-","646","645"
"בית דגן קרינה","07/06/2025 16:30","-","613","634"
"בית דגן קרינה","07/06/2025 16:40","-","579","621"
"בית דגן קרינה","07/06/2025 16:50","-","544","608"
"בית דגן קרינה","07/06/2025 17:00","-","509","594"
"בית דגן קרינה","07/06/2025 17:10","-","472","577"
"בית דגן קרינה","07/06/2025 17:20","-","436","560"
"בית דגן קרינה","07/06/2025 17:30","-","399","539"
"בית דגן קרינה","07/06/2025 17:40","-","362","516"
"בית דגן קרינה","07/06/2025 17:50","-","328","492"
"בית דגן קרינה","07/06/2025 18:00","-","289","464"
"בית דגן קרינה","07/06/2025 18:10","-","252","432"
"בית דגן קרינה","07/06/2025 18:20","-","217","401"
"בית דגן קרינה","07/06/2025 18:30","-","181","349"
"בית דגן קרינה","07/06/2025 18:40","-","147","323"
"בית דגן קרינה","07/06/2025 18:50","83","115","275"
"בית דגן קרינה","07/06/2025 19:00","66","86","221"
"בית דגן קרינה","07/06/2025 19:10","49","61","138"
"בית דגן קרינה","07/06/2025 19:20","27","32","1"
"בית דגן קרינה","07/06/2025 19:30","16","17","0"
"בית דגן קרינה","07/06/2025 19:40","7","7","0"
"בית דגן קרינה","07/06/2025 19:50","0","0","0"
"בית דגן קרינה","07/06/2025 20:00","0","0","0"
"בית דגן קרינה","07/06/2025 20:10","0","0","0"
"בית דגן קרינה","07/06/2025 20:20","0","0","0"
"בית דגן קרינה","07/06/2025 20:30","0","0","0"
"בית דגן קרינה","07/06/2025 20:40","0","0","0"
"בית דגן קרינה","07/06/2025 20:50","0","0","0"
"בית דגן קרינה","07/06/2025 21:00","0","0","0"
"בית דגן קרינה","07/06/2025 21:10","0","0","0"
"בית דגן קרינה","07/06/2025 21:20","0","0","0"
"בית דגן קרינה","07/06/2025 21:30","0","0","0"
"בית דגן קרינה","07/06/2025 21:40","0","0","0"
"בית דגן קרינה","07/06/2025 21:50","0","0","0"
"בית דגן קרינה","07/06/2025 22:00","0","0","0"
"בית דגן קרינה","07/06/2025 22:10","0","0","0"
"בית דגן קרינה","07/06/2025 22:20","0","0","0"
"בית דגן קרינה","07/06/2025 22:30","0","0","0"
"בית דגן קרינה","07/06/2025 22:40","0","0","0"
"בית דגן קרינה","07/06/2025 22:50","0","0","0"
"בית דגן קרינה","07/06/2025 23:00","0","0","0"
"בית דגן קרינה","07/06/2025 23:10","0","0","0"
"בית דגן קרינה","07/06/2025 23:20","0","0","0"
"בית דגן קרינה","07/06/2025 23:30","0","0","0"
"בית דגן קרינה","07/06/2025 23:40","0","0","0"
"בית דגן קרינה","07/06/2025 23:50","0","0","0"
"בית דגן קרינה","08/06/2025 00:00","0","0","0"
"בית דגן קרינה","08/06/2025 00:10","0","0","0"
"בית דגן קרינה","08/06/2025 00:20","0","0","0"
"בית דגן קרינה","08/06/2025 00:30","0","0","0"
"בית דגן קרינה","08/06/2025 00:40","0","0","0"
"בית דגן קרינה","08/06/2025 00:50","0","0","0"
"בית דגן קרינה","08/06/2025 01:00","0","0","0"
"בית דגן קרינה","08/06/2025 01:10","0","0","0"
"בית דגן קרינה","08/06/2025 01:20","0","0","0"
"בית דגן קרינה","08/06/2025 01:30","0","0","0"
"בית דגן קרינה","08/06/2025 01:40","0","0","0"
"בית דגן קרינה","08/06/2025 01:50","0","0","0"
"בית דגן קרינה","08/06/2025 02:00","0","0","0"
"בית דגן קרינה","08/06/2025 02:10","0","0","0"
"בית דגן קרינה","08/06/2025 02:20","0","0","0"
"בית דגן קרינה","08/06/2025 02:30","0","0","0"
"בית דגן קרינה","08/06/2025 02:40","0","0","0"
"בית דגן קרינה","08/06/2025 02:50","0","0","0"
"בית דגן קרינה","08/06/2025 03:00","0","0","0"
"בית דגן קרינה","08/06/2025 03:10","0","0","0"
"בית דגן קרינה","08/06/2025 03:20","0","0","0"
"בית דגן קרינה","08/06/2025 03:30","0","0","0"
"בית דגן קרינה","08/06/2025 03:40","0","0","0"
"בית דגן קרינה","08/06/2025 03:50","0","0","0"
"בית דגן קרינה","08/06/2025 04:00","0","0","0"
"בית דגן קרינה","08/06/2025 04:10","0","0","0"
"בית דגן קרינה","08/06/2025 04:20","0","0","0"
"בית דגן קרינה","08/06/2025 04:30","0","0","0"
"בית דגן קרינה","08/06/2025 04:40","0","0","0"
"בית דגן קרינה","08/06/2025 04:50","0","0","0"
"בית דגן קרינה","08/06/2025 05:00","0","0","0"
"בית דגן קרינה","08/06/2025 05:10","0","0","0"
"בית דגן קרינה","08/06/2025 05:20","0","0","0"
"בית דגן קרינה","08/06/2025 05:30","0","0","0"
"בית דגן קרינה","08/06/2025 05:40","0","0","0"
"בית דגן קרינה","08/06/2025 05:50","8","11","0"
"בית דגן קרינה","08/06/2025 06:00","18","21","0"
"בית דגן קרינה","08/06/2025 06:10","22","26","1"
"בית דגן קרינה","08/06/2025 06:20","37","42","1"
"בית דגן קרינה","08/06/2025 06:30","57","65","4"
"בית דגן קרינה","08/06/2025 06:40","80","110","70"
"בית דגן קרינה","08/06/2025 06:50","84","148","159"
"בית דגן קרינה","08/06/2025 07:00","124","176","97"
"בית דגן קרינה","08/06/2025 07:10","126","148","5"
"בית דגן קרינה","08/06/2025 07:20","144","192","50"
"בית דגן קרינה","08/06/2025 07:30","175","289","209"
"בית דגן קרינה","08/06/2025 07:40","178","286","180"
"בית דגן קרינה","08/06/2025 07:50","211","262","34"
"בית דגן קרינה","08/06/2025 08:00","225","261","11"
"בית דגן קרינה","08/06/2025 08:10","214","253","15"
"בית דגן קרינה","08/06/2025 08:20","245","298","32"
"בית דגן קרינה","08/06/2025 08:30","288","445","175"
"בית דגן קרינה","08/06/2025 08:40","271","340","37"
"בית דגן קרינה","08/06/2025 08:50","288","439","132"
"בית דגן קרינה","08/06/2025 09:00","269","420","155"
"בית דגן קרינה","08/06/2025 09:10","261","693","527"
"בית דגן קרינה","08/06/2025 09:20","241","692","537"
"בית דגן קרינה","08/06/2025 09:30","195","700","589"
"בית דגן קרינה","08/06/2025 09:40","180","726","623"
"בית דגן קרינה","08/06/2025 09:50","182","741","614"
"בית דגן קרינה","08/06/2025 10:00","177","768","634"
"בית דגן קרינה","08/06/2025 10:10","173","800","657"
"בית דגן קרינה","08/06/2025 10:20","173","826","667"
"בית דגן קרינה","08/06/2025 10:30","174","846","670"
"בית דגן קרינה","08/06/2025 10:40","171","872","684"
"בית דגן קרינה","08/06/2025 10:50","172","889","685"
"בית דגן קרינה","08/06/2025 11:00","172","911","696"
"בית דגן קרינה","08/06/2025 11:10","171","926","699"
"בית דגן קרינה","08/06/2025 11:20","171","943","705"
"בית דגן קרינה","08/06/2025 11:30","171","957","709"
"בית דגן קרינה","08/06/2025 11:40","167","970","716"
"בית דגן קרינה","08/06/2025 11:50","162","984","728"
"בית דגן קרינה","08/06/2025 12:00","158","996","737"
"בית דגן קרינה","08/06/2025 12:10","158","1003","739"
"בית דגן קרינה","08/06/2025 12:20","153","1012","747"
"בית דגן קרינה","08/06/2025 12:30","149","1017","748"
"בית דגן קרינה","08/06/2025 12:40","148","1020","748"
"בית דגן קרינה","08/06/2025 12:50","147","1022","756"
"בית דגן קרינה","08/06/2025 13:00","147","1019","758"
"בית דגן קרינה","08/06/2025 13:10","145","1017","761"
"בית דגן קרינה","08/06/2025 13:20","144","1016","765"
"בית דגן קרינה","08/06/2025 13:30","145","1011","765"
"בית דגן קרינה","08/06/2025 13:40","145","1001","762"
"בית דגן קרינה","08/06/2025 13:50","145","988","756"
"בית דגן קרינה","08/06/2025 14:00","145","973","751"
"בית דגן קרינה","08/06/2025 14:10","145","964","751"
"בית דגן קרינה","08/06/2025 14:20","145","946","745"
"בית דגן קרינה","08/06/2025 14:30","143","928","743"
"בית דגן קרינה","08/06/2025 14:40","142","910","742"
"בית דגן קרינה","08/06/2025 14:50","143","886","732"
"בית דגן קרינה","08/06/2025 15:00","146","866","730"
"בית דגן קרינה","08/06/2025 15:10","-","842","721"
"בית דגן קרינה","08/06/2025 15:20","-","815","711"
"בית דגן קרינה","08/06/2025 15:30","-","788","701"
"בית דגן קרינה","08/06/2025 15:40","-","761","694"
"בית דגן קרינה","08/06/2025 15:50","-","730","680"
"בית דגן קרינה","08/06/2025 16:00","-","703","674"
"בית דגן קרינה","08/06/2025 16:10","-","671","661"
"בית דגן קרינה","08/06/2025 16:20","-","643","661"
"בית דגן קרינה","08/06/2025 16:30","-","610","650"
"בית דגן קרינה","08/06/2025 16:40","-","578","642"
"בית דגן קרינה","08/06/2025 16:50","-","542","626"
"בית דגן קרינה","08/06/2025 17:00","-","505","608"
"בית דגן קרינה","08/06/2025 17:10","-","471","595"
"בית דגן קרינה","08/06/2025 17:20","-","437","581"
"בית דגן קרינה","08/06/2025 17:30","-","398","558"
"בית דגן קרינה","08/06/2025 17:40","-","359","532"
"בית דגן קרינה","08/06/2025 17:50","-","325","511"
"בית דגן קרינה","08/06/2025 18:00","-","291","493"
"בית דגן קרינה","08/06/2025 18:10","-","254","463"
"בית דגן קרינה","08/06/2025 18:20","-","219","431"
"בית דגן קרינה","08/06/2025 18:30","-","185","399"
"בית דגן קרינה","08/06/2025 18:40","-","150","356"
"בית דגן קרינה","08/06/2025 18:50","-","118","304"
"בית דגן קרינה","08/06/2025 19:00","-","86","228"
"בית דגן קרינה","08/06/2025 19:10","-","53","95"
"בית דגן קרינה","08/06/2025 19:20","-","30","2"
"בית דגן קרינה","08/06/2025 19:30","-","17","0"
"בית דגן קרינה","08/06/2025 19:40","-","8","0"
"בית דגן קרינה","08/06/2025 19:50","-","0","0"
"בית דגן קרינה","08/06/2025 20:00","0","0","0"
"בית דגן קרינה","08/06/2025 20:10","0","0","0"
"בית דגן קרינה","08/06/2025 20:20","0","0","0"
"בית דגן קרינה","08/06/2025 20:30","0","0","0"
"בית דגן קרינה","08/06/2025 20:40","0","0","0"
"בית דגן קרינה","08/06/2025 20:50","0","0","0"
